2025-11-07T19:49:38.225007+0530 | ERROR | core.system_utils | Command failed: which wmctrl - error: 
2025-11-07T19:50:18.927317+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/IOT_Lab.pdf /home/vishnu/Downloads/Documents/IOT_Lab.pdf"}
2025-11-07T19:50:18.931119+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/PRV.pdf /home/vishnu/Downloads/Documents/PRV.pdf"}
2025-11-07T19:50:18.936481+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/5.png /home/vishnu/Downloads/Images/5.png"}
2025-11-07T19:50:18.942599+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/visual-historian-slide-1.png /home/vishnu/Downloads/Images/visual-historian-slide-1.png"}
2025-11-07T19:50:18.948251+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/cover-1758017246979.png /home/vishnu/Downloads/Images/cover-1758017246979.png"}
2025-11-07T19:50:18.953587+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/visual-historian-slide-2.png /home/vishnu/Downloads/Images/visual-historian-slide-2.png"}
2025-11-07T19:50:18.957781+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/wealthy.og_post_13_10_2025_18_35_413742499597299377816.jpg /home/vishnu/Downloads/Images/wealthy.og_post_13_10_2025_18_35_413742499597299377816.jpg"}
2025-11-07T19:50:18.964573+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/wealthy.og_post_30_10_2025_23_23_573754965867919769068.jpg /home/vishnu/Downloads/Images/wealthy.og_post_30_10_2025_23_23_573754965867919769068.jpg"}
2025-11-07T19:50:18.970038+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/id.jpg /home/vishnu/Downloads/Images/id.jpg"}
2025-11-07T19:50:18.986047+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/4.png /home/vishnu/Downloads/Images/4.png"}
2025-11-07T19:50:18.990978+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/visual-historian-slide-11.png /home/vishnu/Downloads/Images/visual-historian-slide-11.png"}
2025-11-07T19:50:18.997291+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/2.1,2.2,2.3-1.pdf /home/vishnu/Downloads/Documents/2.1,2.2,2.3-1.pdf"}
2025-11-07T19:50:19.001672+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/story-1757846453174.png /home/vishnu/Downloads/Images/story-1757846453174.png"}
2025-11-07T19:50:19.005322+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/2.1,2.2,2.3.pdf /home/vishnu/Downloads/Documents/2.1,2.2,2.3.pdf"}
2025-11-07T19:50:19.009653+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/kfdk.jpg /home/vishnu/Downloads/Images/kfdk.jpg"}
2025-11-07T19:50:19.014263+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/Video.txt /home/vishnu/Downloads/Documents/Video.txt"}
2025-11-07T19:50:19.018878+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/frame-133.png /home/vishnu/Downloads/Images/frame-133.png"}
2025-11-07T19:50:19.024909+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/image.png /home/vishnu/Downloads/Images/image.png"}
2025-11-07T19:50:19.032541+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/visual-historian-slide-3.png /home/vishnu/Downloads/Images/visual-historian-slide-3.png"}
2025-11-07T19:50:19.069460+0530 | DEBUG | core.logger | Telegram not configured, skipping
2025-11-07T19:50:19.069874+0530 | INFO | core.logger | {"task": "organize_downloads", "status": "success", "ts": "2025-11-07T19:50:19.069828"}
2025-11-07T19:50:39.621759+0530 | INFO | config.config_loader | Loaded config from /home/vishnu/desktop-automation/config/config.yaml
2025-11-07T19:50:39.631809+0530 | INFO | core.gui_controller | GUIController initialized for wayland
2025-11-07T19:50:39.632094+0530 | INFO | core.vision_engine | VisionEngine initialized
2025-11-07T19:50:39.632874+0530 | INFO | tasks | Registered task: organize_downloads
2025-11-07T19:50:39.634333+0530 | INFO | tasks | Registered task: open_browser_and_visit
2025-11-07T19:50:39.638960+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "gnome-terminal --working-directory=\"/home/vishnu\" &"}
2025-11-07T19:50:39.650187+0530 | INFO | core.gui_controller | GUIController initialized for wayland
2025-11-07T19:50:39.650487+0530 | INFO | core.vision_engine | VisionEngine initialized
2025-11-07T19:50:39.650986+0530 | INFO | core.logger | {"task": "open_browser_and_visit", "status": "started", "ts": "2025-11-07T19:50:39.650945", "description": "Navigate to https://example.com"}
2025-11-07T19:50:39.651637+0530 | ERROR | core.gui_controller | Failed to focus window Terminal: [Errno 2] No such file or directory: 'wmctrl'
2025-11-07T19:50:40.153526+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "firefox &"}
2025-11-07T19:50:42.654905+0530 | ERROR | core.gui_controller | Failed to focus window Firefox: [Errno 2] No such file or directory: 'wmctrl'
2025-11-07T19:50:42.655323+0530 | INFO | core.logger | {"task": "open_browser_and_visit", "status": "error", "ts": "2025-11-07T19:50:42.655274", "error": "Firefox window not found/accessible", "error_type": "RuntimeError"}
2025-11-07T19:51:33.361074+0530 | INFO | config.config_loader | Loaded config from /home/vishnu/desktop-automation/config/config.yaml
2025-11-07T19:51:33.373682+0530 | INFO | core.gui_controller | GUIController initialized for wayland
2025-11-07T19:51:33.373999+0530 | INFO | core.vision_engine | VisionEngine initialized
2025-11-07T19:51:33.374948+0530 | INFO | tasks | Registered task: organize_downloads
2025-11-07T19:51:33.375428+0530 | INFO | tasks | Registered task: open_browser_and_visit
2025-11-07T19:51:33.375668+0530 | INFO | core.logger | {"task": "organize_downloads", "status": "started", "ts": "2025-11-07T19:51:33.375624"}
2025-11-07T19:51:33.384566+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "mv /home/vishnu/Downloads/video.mp4 /home/vishnu/Downloads/Videos/video.mp4"}
2025-11-07T19:51:33.415210+0530 | DEBUG | core.logger | Telegram not configured, skipping
2025-11-07T19:51:33.415713+0530 | INFO | core.logger | {"task": "organize_downloads", "status": "success", "ts": "2025-11-07T19:51:33.415656"}
2025-11-07T19:51:45.206809+0530 | INFO | tasks | Registered task: organize_downloads
2025-11-07T19:51:45.207834+0530 | INFO | tasks | Registered task: open_browser_and_visit
2025-11-07T19:57:01.255583+0530 | INFO | core.intent_parser | Parsed intent: open_browser from 'open brave browser'
2025-11-07T19:57:01.256789+0530 | INFO | tasks | Registered task: organize_downloads
2025-11-07T19:57:01.258776+0530 | INFO | tasks | Registered task: browser_action
2025-11-07T19:57:01.260894+0530 | INFO | tasks | Registered task: open_browser_and_visit
2025-11-07T19:57:01.261818+0530 | INFO | tasks | Registered task: wait_seconds
2025-11-07T19:57:01.263416+0530 | INFO | tasks | Registered task: template_action
2025-11-07T19:57:01.268011+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "gnome-terminal --working-directory=\"/home/vishnu\" &"}
2025-11-07T19:57:01.282131+0530 | INFO | core.gui_controller | GUIController initialized for wayland
2025-11-07T19:57:01.282424+0530 | INFO | core.vision_engine | VisionEngine initialized
2025-11-07T19:57:03.703934+0530 | INFO | core.browser | Browser started: chromium headless=False exec=/usr/bin/brave-browser
2025-11-07T19:57:03.704367+0530 | INFO | core.logger | {"task": "open_browser_and_visit", "status": "started", "ts": "2025-11-07T19:57:03.704325", "description": "Navigate to https://www.google.com"}
2025-11-07T19:57:03.704863+0530 | INFO | open_browser_and_visit | Navigating via Playwright <Browser type=<BrowserType name=chromium executable_path=/home/vishnu/.cache/ms-playwright/chromium-1187/chrome-linux/chrome> version=142.0.7444.60>
2025-11-07T19:57:09.019450+0530 | INFO | core.logger | {"task": "open_browser_and_visit", "status": "success", "ts": "2025-11-07T19:57:09.019326"}
2025-11-07T19:57:09.054530+0530 | INFO | core.logger | Screenshot saved (Wayland): /home/vishnu/desktop-automation/logs/screenshots/post_browser_task_2025-11-07_19-57-09.png
2025-11-07T19:57:09.074921+0530 | DEBUG | core.logger | Telegram not configured, skipping
2025-11-07T19:57:15.728676+0530 | INFO | core.intent_parser | Parsed intent: open_app from 'open canva design'
2025-11-07T19:57:15.730117+0530 | INFO | tasks | Registered task: organize_downloads
2025-11-07T19:57:15.730691+0530 | INFO | tasks | Registered task: browser_action
2025-11-07T19:57:15.731647+0530 | INFO | tasks | Registered task: open_browser_and_visit
2025-11-07T19:57:15.732299+0530 | INFO | tasks | Registered task: wait_seconds
2025-11-07T19:57:15.733050+0530 | INFO | tasks | Registered task: template_action
2025-11-07T19:57:16.882153+0530 | INFO | core.browser | Browser started: chromium headless=False exec=/usr/bin/brave-browser
2025-11-07T19:57:18.902689+0530 | INFO | core.gui_controller | GUIController initialized for wayland
2025-11-07T19:57:18.903004+0530 | INFO | core.vision_engine | VisionEngine initialized
2025-11-07T19:57:18.903336+0530 | INFO | core.logger | {"task": "template_action", "status": "started", "ts": "2025-11-07T19:57:18.903298"}
2025-11-07T19:57:18.903572+0530 | INFO | template_action | Opening canva at https://www.canva.com/design-dashboard/templates/
2025-11-07T19:57:48.586925+0530 | WARNING | template_action | Search selector not found: Page.wait_for_selector: Timeout 5000ms exceeded.
Call log:
  - waiting for locator("[data-testid='SearchInput'], input[placeholder*='search' i], input[placeholder*='Search' i]") to be visible

2025-11-07T19:58:18.591087+0530 | WARNING | template_action | Template click failed: Page.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator("div[role='link'], a[data-testid*='template']")

2025-11-07T19:58:26.594452+0530 | WARNING | template_action | Export step failed: Page.wait_for_selector: Timeout 5000ms exceeded.
Call log:
  - waiting for locator("[aria-label*='share'], button[data-testid='share'], button[aria-label*='Download' i]") to be visible

2025-11-07T19:58:56.610380+0530 | INFO | core.logger | {"task": "template_action", "status": "error", "ts": "2025-11-07T19:58:56.610284", "error": "Page.screenshot: Timeout 30000ms exceeded.\nCall log:\n  - taking page screenshot\n  - waiting for fonts to load...\n  - fonts loaded\n", "error_type": "TimeoutError"}
2025-11-07T21:00:31.734292+0530 | INFO | core.intent_parser | Parsed intent: open_browser from 'open firefox browser'
2025-11-07T21:00:31.734946+0530 | WARNING | core.intent_parser | No intent matched for part: 'and'
2025-11-07T21:00:31.735289+0530 | INFO | core.intent_parser | Parsed intent: open_site_template from 'go to canva.com'
2025-11-07T21:00:31.735463+0530 | WARNING | core.intent_parser | No intent matched for part: 'and'
2025-11-07T21:00:31.735638+0530 | INFO | core.intent_parser | Parsed intent: create_template from 'open make a template of 4:5'
2025-11-07T21:00:31.736981+0530 | INFO | tasks | Registered task: organize_downloads
2025-11-07T21:00:31.738137+0530 | INFO | tasks | Registered task: browser_action
2025-11-07T21:00:31.739179+0530 | INFO | tasks | Registered task: open_browser_and_visit
2025-11-07T21:00:31.740003+0530 | INFO | tasks | Registered task: wait_seconds
2025-11-07T21:00:31.741054+0530 | INFO | tasks | Registered task: template_action
2025-11-07T21:00:31.742418+0530 | ERROR | tasks | Failed to load task canva_template: unexpected character after line continuation character (canva_template.py, line 57)
2025-11-07T21:00:31.748086+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "gnome-terminal --working-directory=\"/home/vishnu\" &"}
2025-11-07T21:00:31.771738+0530 | INFO | core.gui_controller | GUIController initialized for wayland
2025-11-07T21:00:31.772198+0530 | INFO | core.vision_engine | VisionEngine initialized
2025-11-07T21:00:34.028214+0530 | INFO | core.browser | Browser started: chromium headless=False exec=/usr/bin/brave-browser
2025-11-07T21:00:34.029515+0530 | INFO | core.logger | {"task": "open_browser_and_visit", "status": "started", "ts": "2025-11-07T21:00:34.029461", "description": "Navigate to https://www.google.com"}
2025-11-07T21:00:34.040627+0530 | ERROR | core.gui_controller | Failed to focus window Terminal: Command '['wmctrl', '-a', 'Terminal']' returned non-zero exit status 1.
2025-11-07T21:00:34.542600+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "firefox &"}
2025-11-07T21:00:37.061640+0530 | ERROR | core.gui_controller | Failed to focus window Firefox: Command '['wmctrl', '-a', 'Firefox']' returned non-zero exit status 1.
2025-11-07T21:00:37.062144+0530 | INFO | core.logger | {"task": "open_browser_and_visit", "status": "error", "ts": "2025-11-07T21:00:37.062069", "error": "Firefox window not found/accessible", "error_type": "RuntimeError"}
2025-11-07T21:00:37.076484+0530 | INFO | core.logger | Screenshot saved (Wayland): /home/vishnu/desktop-automation/logs/screenshots/post_browser_task_2025-11-07_21-00-37.png
2025-11-07T21:00:37.239924+0530 | DEBUG | core.logger | Telegram not configured, skipping
2025-11-07T21:01:08.340570+0530 | INFO | core.intent_parser | Parsed intent: open_browser from 'open firefox browser'
2025-11-07T21:01:08.341213+0530 | WARNING | core.intent_parser | No intent matched for part: 'and'
2025-11-07T21:01:08.341627+0530 | INFO | core.intent_parser | Parsed intent: open_site_template from 'go to canva.com'
2025-11-07T21:01:08.341994+0530 | WARNING | core.intent_parser | No intent matched for part: 'and'
2025-11-07T21:01:08.342341+0530 | INFO | core.intent_parser | Parsed intent: create_template from 'open make a template of 4:5'
2025-11-07T21:01:08.344386+0530 | INFO | tasks | Registered task: organize_downloads
2025-11-07T21:01:08.346555+0530 | INFO | tasks | Registered task: browser_action
2025-11-07T21:01:08.348114+0530 | INFO | tasks | Registered task: open_browser_and_visit
2025-11-07T21:01:08.349422+0530 | INFO | tasks | Registered task: wait_seconds
2025-11-07T21:01:08.350284+0530 | INFO | tasks | Registered task: template_action
2025-11-07T21:01:08.353292+0530 | INFO | tasks | Registered task: canva_template
2025-11-07T21:01:08.360000+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "gnome-terminal --working-directory=\"/home/vishnu\" &"}
2025-11-07T21:01:08.387118+0530 | INFO | core.gui_controller | GUIController initialized for wayland
2025-11-07T21:01:08.387726+0530 | INFO | core.vision_engine | VisionEngine initialized
2025-11-07T21:01:09.877040+0530 | INFO | core.browser | Browser started: chromium headless=False exec=/usr/bin/brave-browser
2025-11-07T21:01:09.877537+0530 | INFO | core.logger | {"task": "open_browser_and_visit", "status": "started", "ts": "2025-11-07T21:01:09.877478", "description": "Navigate to https://www.google.com"}
2025-11-07T21:01:09.883540+0530 | ERROR | core.gui_controller | Failed to focus window Terminal: Command '['wmctrl', '-a', 'Terminal']' returned non-zero exit status 1.
2025-11-07T21:01:10.386047+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "firefox &"}
2025-11-07T21:01:12.892909+0530 | ERROR | core.gui_controller | Failed to focus window Firefox: Command '['wmctrl', '-a', 'Firefox']' returned non-zero exit status 1.
2025-11-07T21:01:12.893451+0530 | INFO | core.logger | {"task": "open_browser_and_visit", "status": "error", "ts": "2025-11-07T21:01:12.893390", "error": "Firefox window not found/accessible", "error_type": "RuntimeError"}
2025-11-07T21:01:12.898487+0530 | INFO | core.logger | Screenshot saved (Wayland): /home/vishnu/desktop-automation/logs/screenshots/post_browser_task_2025-11-07_21-01-12.png
2025-11-07T21:01:12.930369+0530 | DEBUG | core.logger | Telegram not configured, skipping
2025-11-07T21:03:01.187227+0530 | INFO | core.intent_parser | Parsed intent: open_browser from 'open brave browser'
2025-11-07T21:03:01.188191+0530 | WARNING | core.intent_parser | No intent matched for part: 'and'
2025-11-07T21:03:01.189557+0530 | INFO | core.intent_parser | Parsed intent: open_site_template from 'go to canva.com'
2025-11-07T21:03:01.190075+0530 | WARNING | core.intent_parser | No intent matched for part: 'and'
2025-11-07T21:03:01.190575+0530 | INFO | core.intent_parser | Parsed intent: create_template from 'make a template of 4:5'
2025-11-07T21:03:01.193392+0530 | INFO | tasks | Registered task: organize_downloads
2025-11-07T21:03:01.194987+0530 | INFO | tasks | Registered task: browser_action
2025-11-07T21:03:01.196160+0530 | INFO | tasks | Registered task: open_browser_and_visit
2025-11-07T21:03:01.197055+0530 | INFO | tasks | Registered task: wait_seconds
2025-11-07T21:03:01.197810+0530 | INFO | tasks | Registered task: template_action
2025-11-07T21:03:01.198522+0530 | INFO | tasks | Registered task: canva_template
2025-11-07T21:03:01.204321+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "gnome-terminal --working-directory=\"/home/vishnu\" &"}
2025-11-07T21:03:01.233030+0530 | INFO | core.gui_controller | GUIController initialized for wayland
2025-11-07T21:03:01.233679+0530 | INFO | core.vision_engine | VisionEngine initialized
2025-11-07T21:03:02.931046+0530 | INFO | core.browser | Browser started: chromium headless=False exec=/usr/bin/brave-browser
2025-11-07T21:03:02.931470+0530 | INFO | core.logger | {"task": "open_browser_and_visit", "status": "started", "ts": "2025-11-07T21:03:02.931427", "description": "Navigate to https://www.google.com"}
2025-11-07T21:03:02.931959+0530 | INFO | open_browser_and_visit | Navigating via Playwright <Browser type=<BrowserType name=chromium executable_path=/home/vishnu/.cache/ms-playwright/chromium-1187/chrome-linux/chrome> version=142.0.7444.60>
2025-11-07T21:03:13.325655+0530 | INFO | core.logger | {"task": "open_browser_and_visit", "status": "success", "ts": "2025-11-07T21:03:13.325543"}
2025-11-07T21:03:13.335664+0530 | INFO | core.logger | Screenshot saved (Wayland): /home/vishnu/desktop-automation/logs/screenshots/post_browser_task_2025-11-07_21-03-13.png
2025-11-07T21:03:13.367425+0530 | DEBUG | core.logger | Telegram not configured, skipping
2025-11-07T21:03:15.081790+0530 | INFO | core.browser | Browser started: chromium headless=False exec=/usr/bin/brave-browser
2025-11-07T21:03:17.082857+0530 | INFO | core.logger | {"task": "canva_template", "status": "started", "ts": "2025-11-07T21:03:17.082767"}
2025-11-07T21:03:17.083355+0530 | INFO | canva_template | Navigating to Canva templates
2025-11-07T21:03:17.085631+0530 | INFO | core.logger | {"task": "canva_template", "status": "error", "ts": "2025-11-07T21:03:17.085544", "error": "cannot switch to a different thread (which happens to have exited)", "error_type": "error"}
2025-11-07T21:03:18.580522+0530 | INFO | core.browser | Browser started: chromium headless=False exec=/usr/bin/brave-browser
2025-11-07T21:03:20.583398+0530 | INFO | core.logger | {"task": "canva_template", "status": "started", "ts": "2025-11-07T21:03:20.583330"}
2025-11-07T21:03:20.583786+0530 | INFO | canva_template | Navigating to Canva templates
2025-11-07T21:03:20.584969+0530 | INFO | core.logger | {"task": "canva_template", "status": "error", "ts": "2025-11-07T21:03:20.584915", "error": "cannot switch to a different thread (which happens to have exited)", "error_type": "error"}
2025-11-07T21:03:45.071067+0530 | INFO | core.intent_parser | Parsed intent: open_browser from 'open brave browser'
2025-11-07T21:03:45.072249+0530 | INFO | tasks | Registered task: organize_downloads
2025-11-07T21:03:45.073216+0530 | INFO | tasks | Registered task: browser_action
2025-11-07T21:03:45.074346+0530 | INFO | tasks | Registered task: open_browser_and_visit
2025-11-07T21:03:45.075411+0530 | INFO | tasks | Registered task: wait_seconds
2025-11-07T21:03:45.076237+0530 | INFO | tasks | Registered task: template_action
2025-11-07T21:03:45.077062+0530 | INFO | tasks | Registered task: canva_template
2025-11-07T21:03:45.083365+0530 | INFO | core.logger | {"action": "system_command", "window": null, "cmd": "gnome-terminal --working-directory=\"/home/vishnu\" &"}
2025-11-07T21:03:45.102680+0530 | INFO | core.gui_controller | GUIController initialized for wayland
2025-11-07T21:03:45.103330+0530 | INFO | core.vision_engine | VisionEngine initialized
2025-11-07T21:03:46.691149+0530 | INFO | core.browser | Browser started: chromium headless=False exec=/usr/bin/brave-browser
2025-11-07T21:03:46.691647+0530 | INFO | core.logger | {"task": "open_browser_and_visit", "status": "started", "ts": "2025-11-07T21:03:46.691595", "description": "Navigate to https://www.google.com"}
2025-11-07T21:03:46.692075+0530 | INFO | open_browser_and_visit | Navigating via Playwright <Browser type=<BrowserType name=chromium executable_path=/home/vishnu/.cache/ms-playwright/chromium-1187/chrome-linux/chrome> version=142.0.7444.60>
2025-11-07T21:03:54.138894+0530 | INFO | core.logger | {"task": "open_browser_and_visit", "status": "success", "ts": "2025-11-07T21:03:54.138824"}
2025-11-07T21:03:54.167690+0530 | INFO | core.logger | Screenshot saved (Wayland): /home/vishnu/desktop-automation/logs/screenshots/post_browser_task_2025-11-07_21-03-54.png
2025-11-07T21:03:54.195937+0530 | DEBUG | core.logger | Telegram not configured, skipping
2025-11-07T21:05:28.330558+0530 | INFO | core.browser | Browser started: chromium headless=False exec=/usr/bin/brave-browser
2025-11-07T21:07:04.248315+0530 | INFO | core.intent_parser | Parsed intent: open_browser from 'open brave browser'
2025-11-07T21:07:04.248905+0530 | WARNING | core.intent_parser | No intent matched for part: 'and'
2025-11-07T21:07:04.249286+0530 | INFO | core.intent_parser | Parsed intent: open_site_template from 'go to canva.com'
2025-11-07T21:07:04.249568+0530 | WARNING | core.intent_parser | No intent matched for part: 'and'
2025-11-07T21:07:04.249851+0530 | INFO | core.intent_parser | Parsed intent: create_template from 'make a template of 4:5'
2025-11-07T21:07:04.252190+0530 | INFO | tasks | Registered task: organize_downloads
2025-11-07T21:07:04.253243+0530 | INFO | tasks | Registered task: browser_action
2025-11-07T21:07:04.257034+0530 | INFO | tasks | Registered task: open_browser_and_visit
